,doc,sid,speaker,transcription,cleaned_transcription,translation,mix_to_spa,spa_to_mix
1121,2018-05-05-a,2018-05-05-a_000142,Faustino Rómulo Peñaira,Ka'1an1 ndi4bi3 ka'1an1 ta4ku1 ndo'4o1.,Ka'1an1 ndi4bi3 ka'1an1 ta4ku1 ndo'4o1.,"Sí, dice hablen de manera buena, hablen de manera viva.","En el caso de las cuentas, el valor de las cuentas es igual al valor de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de",": Within this same prayer is the prayer to blow,"
1122,2018-05-05-a,2018-05-05-a_000143,Faustino Rómulo Peñaira,"Na1 ka'1an1 ku4u4 ndo'4o1 ndi4 ndi4bi3 tu'1un3 ka'1an1, ka'1an1 ndi4bi3 ka'1an1 ndi4chi2 ndo'4o1, ka'1an1 ta4ku1 ndo'4o1. Na1 ka'1an1 ta4ku1 ku4u4=na2 ji'4in(4)=o4.","Na1 ka'1an1 ku4u4 ndo'4o1 ndi4 ndi4bi3 tu'1un3 ka'1an1, ka'1an1 ndi4bi3 ka'1an1 ndi4chi2 ndo'4o1, ka'1an1 ta4ku1 ndo'4o1. Na1 ka'1an1 ta4ku1 ku4u4=na2 ji'4in(4)=o4.","Se les pide que hablen de buena manera, deben hablar de buena manera, de manera certera, de manera viva. Se les está pidiendo que nos hablen de manera viva.","Y1 puede ser 4, y1 puede ser 4, y1 puede ser 4, y1 puede ser 4, y1 puede ser 4, y1 puede ser 4, y1 puede ser 4, y1 puede ser 4, y1 puede ser 4, y1 puede ser 4, y1 puede ser 4, y1 puede ser 4, y1 puede ser 4, y1 puede ser 4, y1 puede ser 4, y1 puede ser 4, y1 puede ser 4, y1 puede ser 4, y1 puede ser 4, y1 puede ser 4, y1 puede ser 4, y1 puede ser 4, y1 puede ser 4, y1 puede ser 4, y1 puede ser 4, y1 puede ser 4, y1 puede ser 4, y1 puede ser 4, y1 puede ser 4, y1 puede ser 4.",: And where it's left isn't going to affect anyone?
1123,2018-05-05-a,2018-05-05-a_000144,Faustino Rómulo Peñaira,"Na1 ka'1an1, na1 nda3-kwi3in3 ku4u4=na2 ka'1an1 ta4ku1=na1 ji'4in(4)=o4 ya1 nda3tu2=na1, nda'3a4 ji4to3, ran4.","Na1 ka'1an1, na1 nda3-kwi3in3 ku4u4=na2 ka'1an1 ta4ku1=na1 ji'4in(4)=o4 ya1 nda3tu2=na1, nda'3a4 ji4to3, ran4.",Estamos pidiendo que nos hablen de manera viva por medio de la consulta de la mano.,"En el caso de las cuentas, el valor de las cuentas es igual al valor de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de las cuentas de","should be placed inside a maple leaf, together with an egg and"
1124,2018-05-05-a,2018-05-05-a_000145,Rey Castillo García,"Tan42 ka4a4 ta1 nda4-ku3na4 ka4a4=ndo4 ndi4 yo'4o4 ka'4an2=ndo4 ji'4in(4)=a2, ji'4in4 na1 ba'14a4 kan4 ku1nda'1a3=na2 tan3 nda4-ka3na3=ndo4 ya1 ba'1a3 ya1 nda14ku2, ran4.","Tan42 ka4a4 ta1 nda4-ku3na4 ka4a4=ndo4 ndi4 yo'4o4 ka'4an2=ndo4 ji'4in(4)=a2, ji'4in4 na1 ba'14a4 kan4 ku1nda'1a3=na2 tan3 nda4-ka3na3=ndo4 ya1 ba'1a3 ya1 nda14ku2, ran4.",,"En el caso de los ejemplos, el nombre de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los",": That's why I left him, but now he's grabbing me and he wants to eat me."
1125,2018-05-05-a,2018-05-05-a_000146,Faustino Rómulo Peñaira,<i>Eso sí</i>.,Eso sí.,"Eso, sí.","Cristo tan3, tan3 y1 Jesús Petatlán tan3, ya3ni2 ba3n1 ba3n4 ba4n4 ba3n4 ba3n3 ba1n4 ba1n4 ba1n4 ba1n4 ba1n4 ba1n4 ba1n4 ba1n4 ba1n4 ba1n4 ba1n4 ba1n4 ba1n4 ba1n4 ba1n3 ba1n4 ba1n4 ba1n4 ba1n4 ba1n4 ba1n4 ba1n4 ba1n4 ba1n4 ba1n4 ba1n4 ba1n4 ba1n4 ba1n4 ba1n4 ba1n4 ba1n4 ba1n4 ba1n4 ba1n4 ba1n4 ba1n5 ba1n5 ba1n5 ba1n5 ba1n5 ba1n5 ba1n5 ba1n5 ba1n5 ba1n5 ba1","then the donkey said, ""Brother, another brother needs to come,"
1126,2018-05-05-a,2018-05-05-a_000147,Faustino Rómulo Peñaira,"Sa3kan4 i4yo(2)=a2, ran4.","Sa3kan4 i4yo(2)=a2, ran4.","Así es, pues.","y4u4u4=ri4u1 y1ko1, y1ko1 y3xi4u4u4=ri4u1 y1ko1, y1ko1 tu3mi42u4u4=ri4u1 y1ko1u3u2 ka3ba4u4",", but I don't do anything, that water you carry I use to bathe,"
1127,2018-05-05-a,2018-05-05-a_000148,Rey Castillo García,<i>Hora santu</i>.,Hora santu.,,4o1o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3,"kept telling the donkey, ""Brother, you're in a lot of pain."
1128,2018-05-05-a,2018-05-05-a_000149,Faustino Rómulo Peñaira,"Ko3to3 ndi4bi3 ko3to3 ndi4chi2, <i>hora santu</i>, <i>santu, santu</i> ña1a4 ba42 ya1 ....","Ko3to3 ndi4bi3 ko3to3 ndi4chi2, hora santu, santu, santu ña1a4 ba42 ya1","Por eso se le pide a la consulta que diga de buena manera, que diga de manera certera, ese santo es el que ....","En el caso de las cuadrangulares, el valor de las cuadrangulares es igual al valor de las cuadrangulares, el valor de las cuadrangulares es igual al valor de las cuadrangulares, el valor de las cuadrangulares, el valor de las cuadrangulares, el valor de las cuadrangulares, el valor de las cuadrangulares, el valor de las cuadrangulares, el valor de las cuadrangulares, el valor de las cuadrangulares, el valor de las cuadrangulares, el valor de las cuadrangulares, el valor de las cuadrangulares, el valor de las cuadrangulares, el valor de las cuadrangulares, el valor de las cuadrangulares, el valor de las cuadrangulares, el valor de las cuadrangulares, el valor de las cuadrangulares, el valor de las cuadrangulares, el valor de las cuadrangulares, el valor de las cuadrangulares, el valor de las",: Perhaps everything mentioned here refers to children.
1129,2018-05-05-a,2018-05-05-a_000150,Faustino Rómulo Peñaira,Ti1xin3=a2 i3in3 kwi1ya1.,Ti1xin3=a2 i3in3 kwi1ya1.,Dentro de un año...,"No obstante, el número de personas que se encuentran en el centro de la ciudad es igual al número de personas que se encuentran en el centro de la ciudad, y el número de personas que se encuentran en el centro de la ciudad es igual al número de personas que se encuentran en el centro de la ciudad, y el número de personas que se encuentran en el centro de la ciudad es igual al número de personas que se encuentran en el centro de la ciudad, y el número de personas que se encuentran en el centro de la ciudad es igual que el número de personas que se encuentran en el centro de la ciudad.",": Then another question, why do you mention St. Michael and St. Philip?"
1130,2018-05-05-a,2018-05-05-a_000151,Rey Castillo García,"Tan3 o4ra2 xi4to(3)=on4 ndi4 ka'4an2=on4 an4 i4yo2 ku3ni2=un4=ra2, i4yo2 ko3to(3)=on4=ra2 ti1xin3=a2 i3in3 kwi1ya1 ka4chi(2)=a2.","Tan3 o4ra2 xi4to(3)=on4 ndi4 ka'4an2=on4 an4 i4yo2 ku3ni2=un4=ra2, i4yo2 ko3to(3)=on4=ra2 ti1xin3=a2 i3in3 kwi1ya1 ka4chi(2)=a2.",,¿Cuáles son las características de las piezas de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza de la pieza,": They're all one, that St. John, the Lord of the Column and"
1131,2018-05-05-a,2018-05-05-a_000152,Faustino Rómulo Peñaira,"Tan3 sa1a3 i4xa(3)=on4 ji4ni2=un4 na4, ya1kan3, na4tu2 ka1..., ka'4an(2)=e2 ji'4in(4)=un4 ndi4 i4yo2 ba3=ra2 ka4chi(2)=a2 tin3, ¿sa1a3 a3sa(3)=on4 tin3?","Tan3 sa1a3 i4xa(3)=on4 ji4ni2=un4 na4, ya1kan3, na4tu2 ka'4an(2)=e2 ji'4in(4)=un4 ndi4 i4yo2 ba3=ra2 ka4chi(2)=a2 tin3, ¿sa1a3 a3sa(3)=on4 tin3?",Y ¿cómo sabes la respuesta que te da la consulta?,1o1o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4,": There he is asking the question, well, he's asking the hand."
1132,2018-05-05-a,2018-05-05-a_000153,Faustino Rómulo Peñaira,"Ka4chi2[=yu1]ji'4in(4)=un4 ndi4 ya1, ya1 ka'4an2=e4 ji'4in(4)=a2 ña1a4 ran4, ja1 i3nga2 ba42 ya1, ya1 ka'4an2 yo4o4 ji'4in(4)=a2 ña1a4 ran4.","Ka4chi2=yu1ji'4in(4)=un4 ndi4 ya1, ya1 ka'4an2=e4 ji'4in(4)=a2 ña1a4 ran4, ja1 i3nga2 ba42 ya1, ya1 ka'4an2 yo4o4 ji'4in(4)=a2 ña1a4 ran4.","Como te digo, una cosa es lo que se le dice y la otra cosa tamién se dice.",3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3,", when we went to get that bird, my chest was full of worms."
1133,2018-05-05-a,2018-05-05-a_000154,Faustino Rómulo Peñaira,"Tan3 ja1 i3nga2 ba42 ya1, ya1 nda4..., ya1 yo'4o4 ba42 ya1, an4 ji4ni2=un4 ndi4 ni'4i(4)=un4 <i>control</i> tan3 xa4xin1(3)=un4 nu14u(3)=a2 ña1a4 tan3 nda'4ba(1)=e1, sa3kan4 i4yo(2)=a2 ña1a4 ran4.","Tan3 ja1 i3nga2 ba42 ya1, ya1 ya1 yo'4o4 ba42 ya1, an4 ji4ni2=un4 ndi4 ni'4i(4)=un4 control tan3 xa4xin1(3)=un4 nu14u(3)=a2 ña1a4 tan3 nda'4ba(1)=e1, sa3kan4 i4yo(2)=a2 ña1a4 ran4.","Esto es lo que contesta, es como el control remoto que usamos para apagar un aparato, así es.",Mi4chun2 mi4chi2=ra1 ji'4in(4=an4 mi4n4 ni4n4 ni4n4 ni4n2 ni3n4 ni1ba3=ra2 cu4u4=na2 na1 ba4li4 tan3,"and that worm eats the belly and it rots, if you go to the doctor,"
1134,2018-05-05-a,2018-05-05-a_000155,Faustino Rómulo Peñaira,"Ya1 ña1a4 ba42 ka'1an1 ran4, ya1 yo'4o4 ba42 ka'1an1 ran4.","Ya1 ña1a4 ba42 ka'1an1 ran4, ya1 yo'4o4 ba42 ka'1an1 ran4.",Esta parte de la mano es la que nos contesta.,3n4n4n4u 3n4n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3n4u 3,": ""Already with this, you could, you've got what you need, you've learned,"
1135,2018-05-05-a,2018-05-05-a_000156,Faustino Rómulo Peñaira,"Nda'3a4 yo'4o4 ba42 ka'1an1 na4 ka3chi(2)=a2 ndi4 ta1 ku3u2 ku4u4=ra2 ran4. Nda'3a4 yo'4o4 ba42, yo'4o4, yo'4o4 ba1xi3=a2 tan3, ja1 ya3tin3=ni42 ku3u2=un4 ndi4 ya3tin3=ni42 ku3u2=un4,","Nda'3a4 yo'4o4 ba42 ka'1an1 na4 ka3chi(2)=a2 ndi4 ta1 ku3u2 ku4u4=ra2 ran4. Nda'3a4 yo'4o4 ba42, yo'4o4, yo'4o4 ba1xi3=a2 tan3, ja1 ya3tin3=ni42 ku3u2=un4 ndi4 ya3tin3=ni42 ku3u2=un4,","Esta mano es la que nos contesta si la persona va a morir, si la medida llega por esta parte la persona está cerca de la muerte.",3a1o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4,": ""Your son is licensed, only he hasn't sent money"", they said."
1136,2018-05-05-a,2018-05-05-a_000157,Faustino Rómulo Peñaira,"<i>buta</i> ndi4 na'14a4 nda143 xa3ku4 ti4 ki1bi4 tan3 ku3u2=un4 nda143 xa3ku4 ti4 ki1bi4, nda143 xa3ku4 ti4 ki1bi4, nda143 xa3ku4 ti4.","buta ndi4 na'14a4 nda143 xa3ku4 ti4 ki1bi4 tan3 ku3u2=un4 nda143 xa3ku4 ti4 ki1bi4, nda143 xa3ku4 ti4 ki1bi4, nda143 xa3ku4 ti4.","híjole, si llega por aquí dice que ya le quedan pocos días de vida.",y3ni2 y4ni1 y3ni2 = o4ni1 ko14chi4 y4o4 i4ka2 = ra1 be'3e3 = ra2 tan3 ku4ni2 ku3u2 = ra1 es4,": The boat's stopped but the frog's gone, the boat's empty,"
1137,2018-05-05-a,2018-05-05-a_000158,Faustino Rómulo Peñaira,"Ka4ba(1)=e1 tan3 ka4ba(1)=e1 tan3, tan3 kwa'1an(1)=e1 tan3 ka4ba(1)=e1 tan3 kwa'1an(1)=e1 tan3, tan3 xi4to(3)=a2 tan3, tan3 ku1mi4 nu14u3 ku1mi4 nda3tu2 ka4chi2=ra1 ji'4in(4)=a2 ndi4","Ka4ba(1)=e1 tan3 ka4ba(1)=e1 tan3, tan3 kwa'1an(1)=e1 tan3 ka4ba(1)=e1 tan3 kwa'1an(1)=e1 tan3, tan3 xi4to(3)=a2 tan3, tan3 ku1mi4 nu14u3 ku1mi4 nda3tu2 ka4chi2=ra1 ji'4in(4)=a2 ndi4","La mano sigue dando vueltas y se va diciendo: ""cuatro caras, cuatro consultas"",",1o1o1o4o4o4o4o4o4o4o4o4o1o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4,"replied, ""I can't carry you, you're too big and I"
1138,2018-05-05-a,2018-05-05-a_000159,Faustino Rómulo Peñaira,"ku1mi4 ka1 chi3ka2 yo4o4 nda'3a4 ku1mi4, ko3to3 ko3to3 ka1 yo4o4 ran4, na1 ko3to3 ka1 ku4u(4)=un4 ka4chi2=na1 ji'4in(4)=un4 ko3to3=na3.","ku1mi4 ka1 chi3ka2 yo4o4 nda'3a4 ku1mi4, ko3to3 ko3to3 ka1 yo4o4 ran4, na1 ko3to3 ka1 ku4u(4)=un4 ka4chi2=na1 ji'4in(4)=un4 ko3to3=na3.","significa que vamos a seguir haciendo la consulta cuatro veces, es decir, vamos a seguir preguntando.","A1ci1 es4 ya1ci1 es1ci4 ba42 es4ka2 ja4xi24=ni4(2)=a2=na1, a1be3 ya1ci1 es1ci4 ba42 es4ka2 ja4xi24=ni4(2)=a2=na1, a1be3 ya1ci1 es1ci4 ba42 es4ka2 ja4xi24.",": ""Your time has come, now you're going to die""."
1139,2018-05-05-a,2018-05-05-a_000160,Faustino Rómulo Peñaira,"Tan3 kwa'1an(1)=e1 tan3 mi4i4 ni1-xa1a(1)=e1 tan3, xa14a1 ki1bi4 ndi4 ta1 ku3u2 ku4u4 ba(3)=on4 an4 i3in3 kwi1ya1 tan3 ku3u2=un4, an4 i4yo(2)=a2 ku3ni2 i4yo(2)=a2 ko3to(3)=2 i3in3 kwi1ya1.","Tan3 kwa'1an(1)=e1 tan3 mi4i4 ni1-xa1a(1)=e1 tan3, xa14a1 ki1bi4 ndi4 ta1 ku3u2 ku4u4 ba(3)=on4 an4 i3in3 kwi1ya1 tan3 ku3u2=un4, an4 i4yo(2)=a2 ku3ni2 i4yo(2)=a2 ko3to(3)=2 i3in3 kwi1ya1.","Y después de esas cuatro veces si la respuesta es la misma, significa que la persona va a morir antes que pase un año.",3n3n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3o4n3,", the younger, the younger, the younger, the younger, the younger, the younger, the younger, the younger, the younger, the younger, the younger, the younger, the younger, the younger, the younger, the younger, the younger, the younger, the younger, the younger, the younger, the younger, the younger, the younger, the younger, the younger, the younger, the younger, the younger, the younger,"
1140,2018-05-05-a,2018-05-05-a_000161,Rey Castillo García,¿An4 sa3kan4 ba3 te1?,¿An4 sa3kan4 ba3 te1?,,"En el caso de las cuadrangulares, las cuadrangulares se encuentran entre las cuadrangulares de las cuadrangulares de las cuadrangulares de las cuadrangulares de las cuadrangulares de las cuadrangulares de las cuadrangulares de las cuadrangulares de las cuadrangulares de las cuadrangulares de las cuadrangulares de las cuadrangulares de las cuadrangulares de las cuadrangulares de las cuadrangulares de las cuadrangulares de las cuadrangulares de las cuadrangulares de las cuadrangulares de las cuadrangulares de las cuadrangulares de las cuadrangulares de las cuadrangulares de las cuadrangulares de las cuadrangulares de las cuadrangulares de las cuadrangulares de las cuadrangulares de las cuadrangulares de las cuadrangulares de las cuadrangulares","he would settle the affairs of the young children of the people,"
1141,2018-05-05-a,2018-05-05-a_000162,Faustino Rómulo Peñaira,"I4yo2, xi4ka3 ba3=ra2 ka4chi(2)=a2. Ya1 yo'4o4 ba42 ka'4an2 ran4 yu3ba4=2, nda'3a4 yo'4o4 ba42 ka'4an2 ran4.","I4yo2, xi4ka3 ba3=ra2 ka4chi(2)=a2. Ya1 yo'4o4 ba42 ka'4an2 ran4 yu3ba4=2, nda'3a4 yo'4o4 ba42 ka'4an2 ran4.","Puede ser que también diga que la persona va a seguir viviendo, esta parte de la mano es la que contesta.","En el caso de las cuadrangulares, las cuadrangulares se encuentran entre las cuadrangulares, las cuadrangulares y las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares",": That's money in banknotes, because it says paca de billetes."
1142,2018-05-05-a,2018-05-05-a_000163,Faustino Rómulo Peñaira,"Ya1 ka'4an2 ku4u4 ndi'3i(3)=a2, nda'3a4 yo'4o4 ka'4an2 ton4, ya1 yo'4o4 ka'4an2 ba42 yo'4o4, ka'4an2 ba42 yo'4o4, ka'4an2 ba42 yo'4o4, ta1nda1 yo'4o4 ba1xi(3)=a3.","Ya1 ka'4an2 ku4u4 ndi'3i(3)=a2, nda'3a4 yo'4o4 ka'4an2 ton4, ya1 yo'4o4 ka'4an2 ba42 yo'4o4, ka'4an2 ba42 yo'4o4, ka'4an2 ba42 yo'4o4, ta1nda1 yo'4o4 ba1xi(3)=a3.","Así que todas estas partes de la mano dicen algo, desde aquí hasta acá.",1o1o1o1o1o1o1o1o1o1o1o1o1o4o1o1o1o1o1o1o1o4o1o1o1o1o1o4o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o4o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1,: i3-ki'3in3 i3a2 i3-ki'3in3 i3so4 chi2.
1143,2018-05-05-a,2018-05-05-a_000164,Faustino Rómulo Peñaira,"Ni1-ka3ni(3)=a2 nda1 ka1a3 ndi4 ka'4an2 tu'1un3=ni4(2)=a2 xa'1a4=ra2 ndi4 ku3u2=ra1 ran4, ku3u2=ra1, ku3u2=ra1 na4 ni1-ka3ni(3)=a2 ka1a3 ran4.","Ni1-ka3ni(3)=a2 nda1 ka1a3 ndi4 ka'4an2 tu'1un3=ni4(2)=a2 xa'1a4=ra2 ndi4 ku3u2=ra1 ran4, ku3u2=ra1, ku3u2=ra1 na4 ni1-ka3ni(3)=a2 ka1a3 ran4.",Si llega por esta parte la consulta es confusa pero significa que la persona va a morir.,"A1be3, i3kan4 ba1xi3 xu'14un4 ran4, i3kan4 ka4chi2=yu1ji'4in(4=un4 ni1ti3in(3=2 be'3e3 ton4",", if they picked it up, that's... it's mixed, but it's hard, then."
1144,2018-05-05-a,2018-05-05-a_000165,Faustino Rómulo Peñaira,"Ya1 kan4 ndi4 ya1 yo'4o4 ba42, ya1 yo'4o4 ba42 ka'4an2. Tan3 na4 sa3kan4 ti4 ka'1an(1)=e4 ji'4in(4)=a2 tan3 ko14o3 ya1 ka'1an(1)=e4 ji'4in4 ran4.","Ya1 kan4 ndi4 ya1 yo'4o4 ba42, ya1 yo'4o4 ba42 ka'4an2. Tan3 na4 sa3kan4 ti4 ka'1an(1)=e4 ji'4in(4)=a2 tan3 ko14o3 ya1 ka'1an(1)=e4 ji'4in4 ran4.","Así que esta parte de la mano es la que contesta, si hacemos la pregunta así nada más no habrá nada que nos pueda contestar.","b3tin3 y4ko4 ko4o3 ja4chiu4un4 ka1 bi4tin3 y4in3 y4in1 ja1 ja1, ya1 ba1a3 ba3in3 ja4chiu4un4=na2 tin3",", they left their word in every house and every yard."
1145,2018-05-05-a,2018-05-05-a_000166,Rey Castillo García,Kwi14i3 ku3ni(3)=o4 ran4.,Kwi14i3 ku3ni(3)=o4 ran4.,,"El 4 de abril de la misma fecha, el 4 de abril de la misma fecha, el 4 de abril de la misma fecha, el 4 de abril de la misma fecha, el 4 de abril de la misma fecha, el 4 de abril de la misma fecha, el 4 de abril de la misma fecha, el 4 de abril de la misma fecha, el 4 de abril de la misma fecha, el 4 de abril de la misma fecha, el 4 de abril de la misma fecha, el 4 de abril de la misma fecha, el 4 de abril de la misma fecha, el 4 de abril de la misma fecha, el 4 de abril de la misma fecha, el 4 de abril de la misma fecha, el 4 de abril de la misma fecha, el 4 de abril de la misma fecha, el 4 de abril de la misma fecha, el 4 de abril de la misma fecha, el 4 de abril de la misma fecha, el 4 de abril de la misma fecha, el 4 de abril de abril de",", or if a car comes and you pull over, that's what that phrase says."
1146,2018-05-05-a,2018-05-05-a_000167,Faustino Rómulo Peñaira,"Ko14o3 ya1 a3sa3 <i>marcar</i> yo4o4 nu14u3 tan3 ni3 ..., kwi14i3, kwi14i3 ku3ni3 tu3ku(3)=e4, kwi14i3 ku3ni(3)=o4=e2 ran4.","Ko14o3 ya1 a3sa3 marcar yo4o4 nu14u3 tan3 ni3 kwi14i3, kwi14i3 ku3ni3 tu3ku(3)=e4, kwi14i3 ku3ni(3)=o4=e2 ran4.",Si no hay algo que nos pueda marcar la respuesta no podremos saber nada.,"bi3tin3 es4 ndo'4o1 cu4u4 na1 ji4ni2=ndo4 sa1a3 ko3o3 sa3kan4 es4o4, cu3u2 ta1 ya3ni2=o4 ña1a4",": Yes, which means we want to know the truth about the lost object."
1147,2018-05-05-a,2018-05-05-a_000168,Faustino Rómulo Peñaira,"Tan3 ya1 yo'4o4 ndi4 ya1 yo'4o4 ba42, nda'3a4 yo'4o4 ba42 ndi4, ya1 kan4 ka'4an2=na1 ndi4","Tan3 ya1 yo'4o4 ndi4 ya1 yo'4o4 ba42, nda'3a4 yo'4o4 ba42 ndi4, ya1 kan4 ka'4an2=na1 ndi4","Pero teniendo esta mano, ahí marca la respuesta, por eso dicen que",¿Cuáles son las características de las piezas que se encuentran en las piezas de las piezas de las piezas de las piezas de las piezas de las piezas de las piezas de las piezas de las piezas de las piezas de las piezas de las piezas de las piezas de las piezas de las piezas de las piezas de las piezas de las piezas de las piezas de las piezas de las piezas de las piezas de las piezas de las piezas de las piezas de las piezas de las piezas de las piezas de las piezas de las piezas de las piezas de las piezas de las piezas de las piezas de las piezas de las piezas de las piezas de las piezas de las piezas de las piezas?,then went back to a letter consult and she said the same thing.
